WAST,DP,Dta,Dts,EV,QFE,QFF,QNH,RF,RH,S,SR,ST1,ST2,ST3,ST4,Sx,T
3/6/2015 15:30,15.3,287,24,0,1015.6,1019.1,1019.2,0,71.8,9,111,18.7,17.2,17,18.5,17,20.67
3/6/2015 15:40,15.8,310,23,0.1,1015.7,1019.2,1019.3,0,75.8,8,89,18.7,17.2,17,18.5,12,20.25
3/6/2015 15:50,16.1,301,24,0,1015.9,1019.4,1019.5,0,76.4,7,117,18.8,17.2,17,18.5,12,20.43
3/6/2015 16:00,16.1,297,19,0,1016,1019.5,1019.6,0,77,8,200,18.8,17.3,17,18.5,12,20.32
3/6/2015 16:10,16.3,301,27,0,1016.1,1019.6,1019.7,0,77.5,7,128,18.8,17.3,17.1,18.5,12,20.39
3/6/2015 16:20,16.2,293,21,0,1016.1,1019.6,1019.7,0,76.6,8,94,18.8,17.3,17.1,18.5,13,20.5
3/6/2015 16:30,16.2,299,25,0,1016.1,1019.6,1019.7,0,76.9,8,119,18.9,17.4,17.1,18.5,15,20.46
3/6/2015 16:40,16.4,300,20,0,1016.1,1019.6,1019.7,0,77,7,90,18.9,17.4,17.1,18.5,12,20.64
3/6/2015 16:50,15.7,291,21,0,1016.3,1019.8,1019.9,0,74.3,7,67,18.9,17.4,17.1,18.5,13,20.5
3/6/2015 17:00,15.2,288,27,0,1016.4,1019.9,1020,0,73.8,8,32,18.9,17.4,17.1,18.5,11,20.09
3/6/2015 17:10,15.4,303,16,0,1016.5,1020,1020.1,0,76,6,33,18.9,17.5,17.1,18.5,10,19.76
3/6/2015 17:20,16,315,18,0,1016.5,1020,1020.1,0,79.8,5,27,18.9,17.5,17.1,18.5,9,19.63
3/6/2015 17:30,16.4,318,19,0,1016.5,1020,1020.1,0,81.8,6,22,18.9,17.5,17.2,18.5,10,19.66
3/6/2015 17:40,16.2,302,18,0,1016.5,1020,1020.1,0,81.9,7,16,18.9,17.5,17.2,18.5,10,19.42
3/6/2015 17:50,16.4,297,17,0,1016.6,1020.1,1020.2,0,84,6,23,18.9,17.6,17.2,18.5,8,19.18
3/6/2015 18:00,16.9,298,20,0,1016.7,1020.2,1020.3,0,89.2,6,16,18.9,17.6,17.2,18.5,9,18.73
3/6/2015 18:10,16.9,302,18,0,1016.8,1020.3,1020.4,0,90.1,6,23,18.9,17.6,17.2,18.5,9,18.59
3/6/2015 18:20,17,302,13,0,1016.9,1020.4,1020.5,0,91,6,12,18.9,17.6,17.2,18.5,9,18.52
3/6/2015 18:30,17.1,304,18,0,1017,1020.5,1020.6,0,90.8,6,15,18.9,17.6,17.2,18.5,9,18.68
3/6/2015 18:40,17.1,309,20,0,1017.2,1020.7,1020.8,0,91.6,6,10,18.8,17.6,17.3,18.5,14,18.59
3/6/2015 18:50,17.2,283,22,0,1017.3,1020.8,1020.9,0.5,95.1,7,7,18.8,17.6,17.3,18.5,15,18.04
3/6/2015 19:00,16.9,300,19,0,1017.4,1020.9,1021,0,96.5,5,14,18.8,17.7,17.3,18.5,9,17.52
3/6/2015 19:10,16.6,308,6,0,1017.4,1020.9,1021,0,97.1,4,17,18.7,17.7,17.3,18.5,6,17.13
3/6/2015 19:20,16.6,322,9,0,1017.3,1020.8,1020.9,0,97.5,4,14,18.7,17.7,17.3,18.5,6,17.05
3/6/2015 19:30,16.5,321,2,-0.1,1017.3,1020.8,1020.9,0,97.5,4,26,18.7,17.7,17.3,18.5,4,16.95
3/6/2015 19:40,16.3,328,4,0,1017.5,1021,1021.1,0,97.6,3,9,18.7,17.7,17.3,18.5,4,16.73
3/6/2015 19:50,16.1,333,1,0,1017.5,1021,1021.1,0,97.6,4,18,18.6,17.7,17.3,18.5,5,16.55
3/6/2015 20:00,16,333,2,0,1017.6,1021.1,1021.2,0,97.6,3,21,18.6,17.7,17.3,18.5,6,16.48
3/6/2015 20:10,16,335,3,0,1017.7,1021.2,1021.3,0,97.8,4,19,18.6,17.7,17.4,18.5,5,16.36
3/6/2015 20:20,16,342,5,0,1017.6,1021.1,1021.2,0,97.8,4,24,18.5,17.7,17.4,18.5,4,16.35
3/6/2015 20:30,15.9,354,1,0,1017.6,1021.1,1021.2,0,97.9,4,25,18.5,17.7,17.4,18.5,5,16.28
3/6/2015 20:40,15.9,359,1,0,1017.6,1021.1,1021.2,0,98,4,21,18.4,17.7,17.4,18.5,5,16.3
3/6/2015 20:50,16,358,2,0,1017.7,1021.2,1021.3,0,98,4,16,18.4,17.6,17.4,18.5,5,16.34
3/6/2015 21:00,16,357,2,0,1017.7,1021.2,1021.3,0,98.1,3,21,18.3,17.7,17.4,18.5,4,16.39
3/6/2015 21:10,16.1,0,1,0,1017.8,1021.3,1021.4,0,98.2,3,24,18.3,17.6,17.4,18.5,4,16.47
3/6/2015 21:20,16,356,3,-0.1,1017.9,1021.4,1021.5,0,98.2,4,25,18.2,17.6,17.4,18.5,5,16.34
3/6/2015 21:30,16,354,1,0,1017.9,1021.4,1021.5,0,98.2,4,25,18.2,17.6,17.4,18.5,4,16.3
3/6/2015 21:40,15.8,351,2,0,1018,1021.5,1021.6,0,98.3,3,21,18.1,17.6,17.4,18.5,4,16.12
3/6/2015 21:50,15.8,348,4,0,1018.1,1021.6,1021.7,0,98.3,4,23,18.1,17.6,17.5,18.5,4,16.14
3/6/2015 22:00,15.8,358,2,0,1018.1,1021.6,1021.7,0,98.3,4,17,18,17.6,17.4,18.5,5,16.15
3/6/2015 22:10,15.8,2,2,0,1018.2,1021.7,1021.8,0,98.4,4,17,18,17.6,17.5,18.5,5,16.11
3/6/2015 22:20,16,17,9,0,1018.2,1021.7,1021.8,0,98.4,4,12,17.9,17.5,17.5,18.5,5,16.29
3/6/2015 22:30,15.9,35,6,0,1018.2,1021.7,1021.8,0,98.4,4,12,17.9,17.5,17.5,18.5,5,16.18
3/6/2015 22:40,15.9,37,10,0,1018.1,1021.6,1021.7,0,98.4,5,18,17.8,17.5,17.5,18.5,6,16.16
3/6/2015 22:50,15.8,27,6,0,1018,1021.5,1021.6,0,98.4,5,6,17.8,17.5,17.5,18.5,6,16.14
3/6/2015 23:00,15.7,28,6,0,1018,1021.5,1021.6,0,98.4,5,26,17.8,17.5,17.5,18.5,6,15.98
3/6/2015 23:10,15.5,33,10,0,1017.9,1021.4,1021.5,0,98.3,5,15,17.7,17.4,17.5,18.5,7,15.82
3/6/2015 23:20,15.2,24,6,-0.1,1017.9,1021.4,1021.5,0,98.3,4,21,17.7,17.4,17.5,18.5,5,15.47
3/6/2015 23:30,15.1,35,4,0,1017.9,1021.4,1021.5,0,98.3,4,22,17.6,17.4,17.5,18.5,5,15.4
3/6/2015 23:40,15.1,35,5,0,1017.9,1021.4,1021.5,0,98.4,4,16,17.6,17.4,17.5,18.5,6,15.35
3/6/2015 23:50,15,34,9,0,1018,1021.5,1021.6,0,98.4,5,12,17.5,17.4,17.5,18.5,6,15.3
7/8/2015 0:00,10.6,104,0,0,1012.8,1016.3,1016.4,0,83,3,22,15.2,14.7,14.7,15.8,5,13.46
7/8/2015 0:10,10.8,106,1,0,1012.7,1016.2,1016.3,0,84.6,3,20,15.2,14.7,14.7,15.8,5,13.39
7/8/2015 0:20,10.8,95,10,0,1012.8,1016.4,1016.4,0,85.3,3,15,15.1,14.7,14.7,15.8,4,13.28
7/8/2015 0:30,11,37,14,0,1012.8,1016.4,1016.4,0,86.4,4,24,15.1,14.7,14.7,15.8,5,13.28
7/8/2015 0:40,11.1,44,10,0,1012.7,1016.3,1016.3,0,87.3,3,23,15.1,14.7,14.7,15.8,6,13.22
7/8/2015 0:50,11.2,34,11,0,1012.6,1016.2,1016.2,0,88.4,3,9,15.1,14.7,14.7,15.8,5,13.13
7/8/2015 1:00,11.3,32,9,0,1012.5,1016,1016.1,0,88.7,3,13,15,14.7,14.7,15.8,5,13.16
7/8/2015 1:10,11.2,28,13,0,1012.4,1015.9,1016,0,87.5,4,19,15,14.7,14.7,15.8,6,13.27
7/8/2015 1:20,11.3,46,32,-0.1,1012.3,1015.8,1015.9,0,89,4,15,15,14.7,14.7,15.8,6,13.16
7/8/2015 1:30,11.3,70,16,0,1012.1,1015.6,1015.7,0,88.4,4,23,14.9,14.7,14.7,15.8,6,13.23
7/8/2015 1:40,11.3,81,6,0,1012,1015.5,1015.6,0,89.6,5,19,14.9,14.6,14.7,15.8,6,13.05
7/8/2015 1:50,11.4,82,8,0,1011.8,1015.3,1015.4,0,90.4,4,17,14.9,14.6,14.7,15.8,6,12.96
7/8/2015 2:00,11.2,72,13,0,1011.8,1015.3,1015.4,0,88.9,5,14,14.9,14.6,14.7,15.8,6,13.08
7/8/2015 2:10,10.8,70,15,0,1011.8,1015.3,1015.4,0,84.1,5,13,14.8,14.6,14.7,15.8,8,13.46
7/8/2015 2:20,10.4,54,19,0,1011.7,1015.2,1015.3,0,81.8,5,16,14.8,14.6,14.8,15.8,7,13.51
7/8/2015 2:30,10.2,51,19,0,1011.7,1015.2,1015.3,0,80.2,4,31,14.8,14.6,14.7,15.8,6,13.59
7/8/2015 2:40,10,46,16,0,1011.7,1015.2,1015.3,0,78.9,5,25,14.8,14.6,14.8,15.8,6,13.68
7/8/2015 2:50,10,7,12,0,1011.8,1015.3,1015.4,0,79.6,3,17,14.8,14.6,14.7,15.8,5,13.55
7/8/2015 3:00,10.2,0,5,0,1011.9,1015.4,1015.5,0,80.8,4,24,14.7,14.6,14.8,15.8,5,13.43
7/8/2015 3:10,10.2,4,4,0,1011.8,1015.3,1015.4,0,81.5,4,19,14.7,14.6,14.7,15.8,5,13.34
7/8/2015 3:20,10.3,30,18,0,1011.8,1015.3,1015.4,0,81.1,5,21,14.7,14.5,14.8,15.8,8,13.49
7/8/2015 3:30,10.5,13,9,0,1011.8,1015.3,1015.4,0,83.7,4,23,14.7,14.5,14.8,15.8,6,13.21
7/8/2015 3:40,10.7,28,13,0,1011.8,1015.3,1015.4,0.2,85.3,5,18,14.6,14.5,14.7,16,7,13.12
7/8/2015 3:50,10.7,46,15,0,1011.7,1015.2,1015.3,0,85.1,6,9,14.6,14.5,14.8,15.9,9,13.17
7/8/2015 4:00,10.7,46,15,0,1011.6,1015.1,1015.2,0,84.4,5,27,14.6,14.5,14.7,15.8,8,13.28
7/8/2015 4:10,10.7,60,14,-0.1,1011.5,1015,1015.1,0,85,5,24,14.6,14.5,14.8,15.8,8,13.23
7/8/2015 4:20,10.8,52,18,0,1011.4,1014.9,1015,0,85.7,5,12,14.5,14.5,14.8,15.8,9,13.22
7/8/2015 4:30,10.9,35,15,0,1011.5,1015,1015.1,0,86.5,6,10,14.5,14.4,14.8,15.8,9,13.17
7/8/2015 4:40,11,36,15,0,1011.5,1015,1015.1,0,86.8,6,22,14.5,14.4,14.8,15.9,8,13.17
7/8/2015 4:50,11,38,18,0,1011.5,1015,1015.1,0,86.6,5,12,14.5,14.4,14.7,15.9,8,13.2
7/8/2015 5:00,10.9,40,16,0,1011.4,1014.9,1015,0,86.2,6,15,14.5,14.4,14.7,15.8,8,13.22
7/8/2015 5:10,10.9,38,16,0,1011.4,1014.9,1015,0,85.9,6,16,14.4,14.4,14.8,15.8,8,13.22
7/8/2015 5:20,10.9,28,13,0,1011.4,1014.9,1015,0,86.6,5,23,14.4,14.4,14.8,15.8,8,13.12
7/8/2015 5:30,10.9,23,12,0,1011.4,1014.9,1015,0,86.7,6,22,14.4,14.4,14.7,15.8,9,13.13
7/8/2015 5:40,11,27,14,0,1011.4,1014.9,1015,0,87.2,6,18,14.4,14.4,14.7,15.8,9,13.09
7/8/2015 5:50,11,30,17,0,1011.4,1014.9,1015,0,87.6,5,20,14.4,14.3,14.7,15.8,9,13.04
7/8/2015 6:00,11.1,36,15,0,1011.3,1014.8,1014.9,0,88.4,5,7,14.4,14.4,14.7,15.8,8,12.98
7/8/2015 6:10,11.2,33,15,0,1011.3,1014.8,1014.9,0,89.1,5,17,14.3,14.3,14.7,15.8,7,12.97
7/8/2015 6:20,11.2,51,18,0,1011.2,1014.7,1014.8,0,89.5,5,11,14.3,14.3,14.7,15.8,8,12.99
7/8/2015 6:30,11.3,63,16,0,1011.1,1014.6,1014.7,0,89.2,6,19,14.3,14.3,14.7,15.8,9,13.05
7/8/2015 6:40,11.2,59,20,0,1011,1014.5,1014.6,0,89.2,6,22,14.3,14.3,14.7,15.8,8,13.03
7/8/2015 6:50,11.3,68,12,0,1011,1014.5,1014.6,0,90.4,5,17,14.3,14.3,14.7,15.8,8,12.88
7/8/2015 7:00,11.4,58,23,-0.1,1011,1014.5,1014.6,0,91.2,3,5,14.3,14.3,14.7,15.8,6,12.82
7/8/2015 7:10,11.6,54,26,0,1011,1014.5,1014.6,0,92.7,4,18,14.2,14.3,14.7,15.9,8,12.78
7/8/2015 7:20,11.7,37,14,0,1011.1,1014.6,1014.7,0,93.2,5,26,14.2,14.3,14.7,15.8,8,12.83
7/8/2015 7:30,11.8,34,15,0,1011.1,1014.6,1014.7,0,93.6,5,33,14.2,14.2,14.7,15.8,7,12.86
7/8/2015 7:40,11.9,33,14,0,1011.2,1014.7,1014.8,0,93.9,5,33,14.2,14.2,14.7,15.8,8,12.95
7/8/2015 7:50,12.1,41,14,0,1011.2,1014.7,1014.8,0,94.3,6,40,14.2,14.2,14.7,15.8,8,13.08
7/8/2015 8:00,12.3,38,17,0,1011.2,1014.7,1014.8,0,94.5,6,70,14.2,14.2,14.7,15.8,9,13.18
7/8/2015 8:10,12.3,33,12,0,1011.2,1014.7,1014.8,0,94.5,5,78,14.2,14.2,14.7,15.8,8,13.25
7/8/2015 8:20,12.5,26,18,0,1011.3,1014.8,1014.9,0,94.8,4,65,14.1,14.2,14.7,15.8,6,13.35
7/8/2015 8:30,12.6,30,17,0,1011.4,1014.9,1015,0,94.9,5,70,14.1,14.2,14.7,15.8,7,13.46
7/8/2015 8:40,12.6,27,19,0,1011.4,1014.9,1015,0,94.4,5,54,14.1,14.2,14.7,15.8,8,13.58
7/8/2015 8:50,12.7,20,15,0,1011.4,1014.9,1015,0,94.5,5,36,14.1,14.2,14.7,15.8,7,13.6
7/8/2015 9:00,12.7,22,8,0,1011.4,1014.9,1015,0,94.2,5,48,14.1,14.2,14.7,16.1,8,13.63
7/8/2015 9:10,12.7,22,15,0,1011.4,1014.9,1015,0,93.6,6,102,14.1,14.2,14.7,16.4,9,13.73
7/8/2015 9:20,13,26,17,0,1011.4,1014.9,1015,0,93.9,6,172,14.1,14.1,14.7,15.8,9,13.97
7/8/2015 9:30,13,20,14,0,1011.4,1014.9,1015,0,93.7,6,153,14.1,14.1,14.7,15.8,9,14.05
7/8/2015 9:40,13.2,22,21,0,1011.5,1015,1015.1,0,93.4,6,208,14.1,14.1,14.7,15.8,9,14.26
7/8/2015 9:50,13.5,26,18,0,1011.5,1015,1015.1,0,93.3,7,197,14.1,14.1,14.7,15.8,10,14.59
7/8/2015 10:00,13.3,15,17,0,1011.5,1015,1015.1,0,91.7,6,183,14.1,14.1,14.7,15.8,11,14.65
7/8/2015 10:10,13.5,19,20,0.1,1011.6,1015.1,1015.2,0,91.7,6,275,14.1,14.1,14.7,15.8,10,14.89
7/8/2015 10:20,13.7,3,18,0,1011.6,1015.1,1015.2,0,90.5,5,341,14.2,14.1,14.7,15.8,9,15.26
7/8/2015 10:30,13.9,5,22,0,1011.5,1015,1015.1,0,88.8,5,372,14.2,14.1,14.6,15.8,10,15.81
7/8/2015 10:40,13.7,7,19,0.1,1011.5,1015,1015.1,0,85.9,6,327,14.2,14.1,14.7,15.9,9,16.08
7/8/2015 10:50,13.4,354,22,0,1011.5,1015,1015.1,0,83.7,6,345,14.2,14.1,14.6,15.8,9,16.19
7/8/2015 11:00,13.6,28,18,0,1011.5,1015,1015.1,0,82.5,5,390,14.3,14.1,14.6,15.8,8,16.61
7/8/2015 11:10,13.1,30,22,0.1,1011.5,1015,1015.1,0,80.3,6,320,14.3,14.1,14.6,15.9,8,16.57
7/8/2015 11:20,13,3,21,0,1011.5,1015,1015.1,0,80,5,308,14.4,14.1,14.6,15.8,8,16.46
7/8/2015 11:30,13.2,28,19,0,1011.4,1014.9,1015,0,79,6,415,14.5,14.1,14.6,15.8,9,16.85
7/8/2015 11:40,13.1,19,17,0.1,1011.3,1014.8,1014.9,0,80,6,217,14.6,14.1,14.6,15.8,9,16.59
7/8/2015 11:50,13.3,17,20,0,1011.2,1014.7,1014.8,0,84.4,6,214,14.6,14.1,14.6,15.8,8,15.96
7/8/2015 12:00,13.8,19,22,0,1011,1014.5,1014.6,0.3,88.6,5,241,14.7,14.1,14.6,15.8,7,15.74
7/8/2015 12:10,13.6,0,12,0,1010.9,1014.4,1014.5,0.2,89.5,5,227,14.8,14.2,14.6,15.8,7,15.35
7/8/2015 12:20,14.5,7,11,0.1,1010.6,1014.1,1014.2,0,93.8,4,226,14.9,14.2,14.6,15.8,5,15.52
7/8/2015 12:30,14.8,359,6,0,1010.5,1014,1014.1,0,95.2,4,261,15,14.2,14.6,15.8,5,15.59
7/8/2015 12:40,14.9,0,6,0,1010.4,1013.9,1014,0,95.4,4,194,15.1,14.2,14.6,15.8,6,15.68
7/8/2015 12:50,14.7,351,9,0,1010.2,1013.7,1013.8,0,94.8,4,183,15.2,14.2,14.6,15.8,7,15.53
7/8/2015 13:00,14.5,348,14,0,1010.1,1013.6,1013.7,0.3,94.5,5,152,15.2,14.3,14.6,15.8,8,15.43
7/8/2015 13:10,14.8,0,21,0,1009.9,1013.4,1013.5,0,95.7,4,204,15.3,14.3,14.6,15.8,6,15.49
7/8/2015 13:20,15.1,331,11,0,1009.8,1013.3,1013.4,0,96.5,4,221,15.4,14.3,14.6,15.9,6,15.68
7/8/2015 13:30,15.9,334,21,0.1,1009.7,1013.2,1013.3,0,96.6,4,485,15.4,14.4,14.6,16,7,16.5
7/8/2015 13:40,14.7,342,18,0,1009.7,1013.2,1013.3,0,90.2,6,355,15.5,14.4,14.6,15.9,9,16.38
7/8/2015 13:50,15,332,19,0.1,1009.8,1013.3,1013.4,0,87.2,6,644,15.5,14.4,14.6,15.8,8,17.17
7/8/2015 14:00,14.7,344,25,0,1009.8,1013.3,1013.4,0,85.9,6,508,15.6,14.4,14.6,15.8,8,17.15
7/8/2015 14:10,15.1,333,18,0.1,1009.9,1013.4,1013.5,0,82.2,5,474,15.6,14.5,14.6,15.8,8,18.24
7/8/2015 14:20,14.8,326,29,0,1010,1013.5,1013.6,0,79,5,336,15.7,14.5,14.6,15.8,8,18.5
7/8/2015 14:30,13.8,323,16,0.1,1010.1,1013.6,1013.7,0,78.7,5,186,15.7,14.5,14.6,15.9,8,17.56
7/8/2015 14:40,15.1,334,21,0,1010,1013.5,1013.6,0,83,5,467,15.8,14.6,14.7,15.8,8,18.1
7/8/2015 14:50,14.5,321,20,0.1,1010,1013.5,1013.6,0,80.3,6,373,15.9,14.6,14.6,15.9,8,17.97
7/8/2015 15:00,13.9,325,22,0,1009.9,1013.4,1013.5,0,79.3,6,152,16,14.6,14.6,15.8,8,17.56
7/8/2015 15:10,14.6,303,22,0,1009.8,1013.3,1013.4,0,81.8,5,210,16.1,14.7,14.7,15.8,8,17.84
7/8/2015 15:20,13.8,315,17,0,1009.8,1013.3,1013.4,0,78.8,5,152,16.2,14.7,14.7,15.9,9,17.54
7/8/2015 15:30,13.9,302,19,0,1009.8,1013.3,1013.4,0,80.8,5,145,16.3,14.7,14.7,15.8,8,17.26
7/8/2015 15:40,14.3,320,19,0,1009.7,1013.2,1013.3,0,82.3,4,141,16.3,14.8,14.7,15.8,7,17.41
7/8/2015 15:50,14.3,310,16,0.1,1009.7,1013.2,1013.3,0,81.7,5,136,16.4,14.8,14.7,15.8,7,17.51
7/8/2015 16:00,13.8,305,15,0,1009.7,1013.2,1013.3,0,80.6,5,136,16.5,14.8,14.7,15.9,7,17.2
7/8/2015 16:10,14.4,292,23,0,1009.7,1013.2,1013.3,0,82.2,5,334,16.5,14.9,14.7,15.8,8,17.51
7/8/2015 16:20,14,302,18,0,1009.7,1013.2,1013.3,0,79.7,5,265,16.6,14.9,14.7,15.8,7,17.59
7/8/2015 16:30,14.1,307,24,0,1009.8,1013.3,1013.4,0,78.4,4,237,16.6,15,14.7,15.8,7,18
7/8/2015 16:40,13.6,278,20,0,1009.9,1013.4,1013.5,0,77.8,4,163,16.6,15,14.7,15.9,8,17.6
7/8/2015 16:50,13.7,307,13,0.1,1009.9,1013.4,1013.5,0,77.7,4,85,16.7,15,14.8,15.9,6,17.71
7/8/2015 17:00,13.4,290,20,0,1010,1013.5,1013.6,0,78.1,4,43,16.7,15.1,14.8,15.9,7,17.28
7/8/2015 17:10,13.4,284,17,0,1010,1013.5,1013.6,0,78.8,4,51,16.7,15.1,14.8,15.9,6,17.13
7/8/2015 17:20,13.2,291,16,0,1010,1013.5,1013.6,0,79.8,4,38,16.7,15.1,14.8,15.8,7,16.8
7/8/2015 17:30,13,299,5,0,1010,1013.5,1013.6,0,81.8,4,28,16.7,15.2,14.8,15.9,6,16.17
7/8/2015 17:40,13.2,292,10,0,1009.8,1013.3,1013.4,0,83.7,4,25,16.7,15.2,14.8,15.9,6,16
7/8/2015 17:50,13.1,294,2,-0.1,1009.7,1013.2,1013.3,0,84.7,3,17,16.7,15.2,14.8,15.8,4,15.67
7/8/2015 18:00,13.1,301,4,0,1009.7,1013.2,1013.3,0,86.4,3,24,16.6,15.2,14.8,15.8,4,15.38
7/8/2015 18:10,13.3,309,3,0,1009.7,1013.2,1013.3,0,88.6,3,19,16.6,15.3,14.8,15.8,4,15.24
7/8/2015 18:20,13.6,283,25,0,1009.8,1013.3,1013.4,0,91.2,3,14,16.6,15.3,14.9,15.8,5,15.07
7/8/2015 18:30,13.6,260,0,0,1009.9,1013.4,1013.5,0,91.4,2,18,16.5,15.3,14.9,15.8,4,14.99
7/8/2015 18:40,13.5,260,0,0,1009.8,1013.3,1013.4,0,91.9,0,15,16.5,15.3,14.9,15.8,0,14.86
7/8/2015 18:50,13.5,260,0,0,1009.9,1013.4,1013.5,0,92.4,0,16,16.4,15.3,14.9,15.9,0,14.72
7/8/2015 19:00,13.3,261,0,0,1010.1,1013.6,1013.7,0,92.7,0,22,16.3,15.3,14.9,15.8,0,14.53
7/8/2015 19:10,13.5,261,7,0,1010.1,1013.6,1013.7,0,93.8,0,20,16.3,15.3,14.9,15.8,0,14.5
7/8/2015 19:20,13.6,261,6,0,1010.3,1013.8,1013.9,0,94.8,0,17,16.2,15.3,14.9,15.9,0,14.52
7/8/2015 19:30,13.7,261,0,0,1010.5,1014,1014.1,0,95.5,0,14,16.2,15.3,14.9,15.9,0,14.5
7/8/2015 19:40,13.6,261,0,0,1010.6,1014.1,1014.2,0,96.2,0,9,16.1,15.3,15,15.8,0,14.3
7/8/2015 19:50,13.7,261,0,0,1010.7,1014.2,1014.3,0,96.6,0,25,16,15.3,15,15.8,0,14.25
7/8/2015 20:00,13.6,261,0,-0.1,1010.8,1014.3,1014.4,0,96.4,0,16,16,15.3,15,15.9,0,14.19
7/8/2015 20:10,13.3,261,0,0,1010.8,1014.3,1014.4,0,95.8,0,16,16,15.3,15,15.8,0,13.97
7/8/2015 20:20,13,261,0,0,1010.9,1014.4,1014.5,0,95.8,0,22,15.9,15.3,15,16.1,0,13.74
7/8/2015 20:30,13.1,262,0,0,1011,1014.5,1014.6,0,96.9,0,21,15.8,15.3,15,15.8,0,13.62
7/8/2015 20:40,12.8,262,0,0,1011,1014.5,1014.6,0,97,0,13,15.8,15.3,15,15.8,0,13.32
7/8/2015 20:50,12.7,262,0,0,1010.9,1014.4,1014.5,0,97.4,0,14,15.8,15.2,15,15.9,0,13.11
7/8/2015 21:00,12.6,262,0,0,1010.9,1014.4,1014.5,0,97.5,0,12,15.7,15.2,15,15.8,0,13.04
7/8/2015 21:10,12.5,262,0,0,1010.8,1014.3,1014.4,0,97.6,0,15,15.7,15.2,15,15.9,0,12.94
7/8/2015 21:20,12.4,262,0,0,1010.7,1014.2,1014.3,0,97.6,0,23,15.6,15.2,15,15.8,0,12.78
7/8/2015 21:30,12.2,262,0,0,1010.6,1014.1,1014.2,0,97.6,0,16,15.6,15.2,15.1,15.9,0,12.6
7/8/2015 21:40,12.1,262,0,0,1010.7,1014.2,1014.3,0,97.7,1,13,15.5,15.2,15.1,15.9,3,12.55
7/8/2015 21:50,12.1,262,0,-0.1,1010.7,1014.3,1014.3,0,97.7,3,18,15.4,15.1,15.1,15.9,3,12.49
7/8/2015 22:00,12.1,262,0,0,1010.7,1014.3,1014.3,0,97.8,3,22,15.4,15.2,15.1,15.9,3,12.44
7/8/2015 22:10,12.2,262,0,0,1010.7,1014.2,1014.3,0,97.8,3,14,15.3,15.1,15.1,15.9,3,12.55
7/8/2015 22:20,12.2,264,8,0,1010.7,1014.2,1014.3,0,97.9,2,17,15.3,15.1,15.1,15.9,8,12.6
7/8/2015 22:30,12.4,263,16,0,1010.8,1014.3,1014.4,0,97.9,5,22,15.2,15.1,15.1,15.8,7,12.8
7/8/2015 22:40,12.4,250,7,0,1010.8,1014.3,1014.4,0,97.8,4,20,15.1,15.1,15.1,15.9,5,12.77
7/8/2015 22:50,12.3,253,3,0,1010.7,1014.2,1014.3,0,97.7,3,17,15.1,15,15.1,15.9,5,12.72
7/8/2015 23:00,12.3,250,0,0,1010.6,1014.1,1014.2,0,97.6,3,27,15,15,15.1,15.9,4,12.7
7/8/2015 23:10,12,252,0,0,1010.5,1014.1,1014.1,0,97.5,2,23,15,15,15.1,15.9,4,12.45
7/8/2015 23:20,11.7,253,0,0,1010.4,1014,1014,0,97.4,0,24,14.9,15,15.1,15.9,0,12.14
7/8/2015 23:30,11.7,271,21,0,1010.4,1014,1014,0,97.5,0,7,14.9,14.9,15.1,15.9,4,12.13
7/8/2015 23:40,11.8,296,0,-0.1,1010.3,1013.9,1013.9,0,97.6,0,20,14.8,14.9,15.1,15.9,0,12.25
7/8/2015 23:50,11.8,296,0,0,1010.3,1013.9,1013.9,0,97.7,2,21,14.8,14.9,15.1,15.9,4,12.25
1/9/2015 17:50,4.4,184,17,0,1019.3,1022.9,1022.9,0,58.1,5,25,17,15.6,15.3,16.6,8,12.44
1/9/2015 18:00,4.5,188,17,0,1019.4,1023,1023,0,59.1,6,25,16.9,15.6,15.3,16.6,9,12.28
1/9/2015 18:10,4.5,184,16,0,1019.5,1023.1,1023.1,0,60.2,5,19,16.8,15.6,15.3,16.5,8,11.99
1/9/2015 18:20,4.6,176,11,0,1019.5,1023.1,1023.1,0,62.2,4,28,16.7,15.6,15.3,16.6,6,11.63
1/9/2015 18:30,4.7,173,12,0,1019.6,1023.2,1023.2,0,63.6,4,24,16.6,15.7,15.3,16.5,7,11.43
1/9/2015 18:40,4.8,173,6,0,1019.6,1023.2,1023.2,0,65.1,4,14,16.6,15.7,15.4,16.5,5,11.12
1/9/2015 18:50,5,172,9,0,1019.7,1023.3,1023.3,0,67.1,4,13,16.4,15.7,15.4,16.6,5,10.88
1/9/2015 19:00,5.2,171,9,0,1019.8,1023.4,1023.4,0,68.1,4,11,16.4,15.7,15.4,16.5,5,10.9
1/9/2015 19:10,5.4,164,5,0,1019.9,1023.5,1023.5,0,69.8,4,17,16.3,15.7,15.4,16.5,5,10.76
1/9/2015 19:20,5.5,163,7,0,1020.1,1023.7,1023.7,0,71.7,4,12,16.2,15.7,15.4,16.5,6,10.48
1/9/2015 19:30,5.9,163,7,-0.1,1020.2,1023.8,1023.8,0,72.9,4,26,16.1,15.6,15.4,16.5,6,10.56
1/9/2015 19:40,5.9,164,8,0,1020.4,1024,1024,0,73.4,5,19,15.9,15.6,15.4,16.5,6,10.49
1/9/2015 19:50,5.9,161,2,0,1020.7,1024.3,1024.3,0,75.1,4,18,15.9,15.6,15.5,16.5,5,10.16
